3 8 8 8 
500 0.877307670976 0.868486318665 -0.0964454157663 -0.0835557796716 
1000 0.874305965986 0.863777015198 0.0467156208484 -0.0958201421671 
1500 0.876687770433 0.867724545122 0.0228864990699 0.145462028941 
2000 0.879426018839 0.869388496081 0.029013667848 0.124700570429 
2500 0.881135879353 0.866979166052 0.0249150049057 -0.100731751901 
3000 0.879362203696 0.864284218586 -0.0989237426082 -0.0403732657205 
3500 0.875108184119 0.867615907812 0.130032590402 0.0124611063117 
4000 0.872236086144 0.8628884446 0.306337001006 0.00520586881663 
4500 0.877965051315 0.866673687392 0.145840142756 0.0545458267343 
5000 0.874599675115 0.865777471721 -0.0650770739338 -0.0747384080562 
5500 0.877169459039 0.867823463251 -0.0584740339389 0.0879268932056 
6000 0.876987374825 0.865306506265 0.0387517700217 0.124303569003 
6500 0.876841750654 0.869202352159 0.10801546134 -0.0608296313261 
7000 0.873579014035 0.866227278549 -0.0654996426616 0.0171861186954 
7500 0.880429144474 0.864211815466 0.0714060122762 -0.0143764300546 
8000 0.87881117969 0.864292676717 0.196015768814 -0.0309501631811 
8500 0.88127783647 0.866852475405 0.0112041253997 -0.0533331166678 
9000 0.872470126404 0.867476782546 -0.018134705759 -0.0262222831223 
9500 0.878490025105 0.869093464329 0.0748837593292 0.141428601501 
10000 0.880958699897 0.86607831595 -0.112383804633 0.19703822848 
10500 0.877577381614 0.86432017599 -0.0944587492631 0.0090201212113 
11000 0.882362744591 0.866854037032 -0.0626423963128 0.022758383532 
11500 0.875819053157 0.865494679301 -0.0555264785446 -0.0531603072506 
12000 0.875050160749 0.863109738775 -0.131597202196 -0.115451629706 
12500 0.876775854035 0.869429509916 0.154340044473 -0.0902530609613 
13000 0.881060724682 0.86974141293 0.107636590911 -0.0138018375441 
13500 0.875026975709 0.860806166772 0.0174979380917 0.13183624462 
14000 0.878495079415 0.866520187048 -0.181990619891 -0.0460145780533 
14500 0.875818171114 0.866591724381 -0.144795941384 0.0195308983662 
15000 0.878883588363 0.868741541025 0.0204014102765 0.130434218224 
15500 0.876325969412 0.869558007046 0.0386604122801 -0.000650217607218 
16000 0.875860545036 0.864042634442 0.00154796842438 0.0350959302901 
16500 0.872623867016 0.86619454505 0.00691635641071 -0.0723233069269 
17000 0.874771288574 0.866020047279 -0.113094741758 0.177027113883 
17500 0.879485635039 0.866150359206 0.0602632058711 0.157777019863 
18000 0.874129408523 0.865261080478 0.0416764736944 0.0196340978527 
18500 0.881078286885 0.869835174357 -0.0910250902348 0.0574960611068 
19000 0.881447062234 0.864733795728 0.105755550148 0.0364538836213 
19500 0.879713067488 0.867990740823 0.0633339968074 -0.111542538412 
20000 0.877073033685 0.865526863736 -0.14544189695 -0.201813951199 
20500 0.875649740088 0.866980808292 -0.092387224952 0.16977668618 
21000 0.874006094926 0.86757348894 -0.152151575172 0.0462238997374 
21500 0.879272826418 0.868862723829 0.144983110773 0.0116309125958 
22000 0.880177720952 0.868112566528 0.00303396636147 0.0399246709347 
22500 0.878399235266 0.867114967979 -0.153988876346 -0.0541074394759 
23000 0.876800346449 0.865847285328 0.030459266014 -0.0990975269715 
23500 0.875428627168 0.864371756069 0.0936968268352 0.00143729966807 
24000 0.875251780893 0.867583489626 -0.110651020951 -0.132738652022 
24500 0.880647853243 0.865266409634 -0.0250046381171 0.0253428371546 
25000 0.878399808513 0.867293799869 -0.0871457518607 0.102626469664 
25500 0.876966445776 0.86547389217 0.133640579548 0.0165526038486 
26000 0.879947174862 0.865573260319 0.0537601314288 -0.0735613510083 
26500 0.875257192297 0.866257197375 -0.0308085245863 0.117563881677 
27000 0.873113188304 0.86907640091 0.118194750624 0.120515587572 
27500 0.873851347431 0.870192313559 0.024419639736 -0.096809700266 
28000 0.876214274037 0.86407074529 -0.00735784153098 -0.0233701225365 
28500 0.876272844286 0.863041015917 -0.118644844255 0.20743939467 
29000 0.87621662532 0.86534753826 0.00527070491432 0.115597266685 
29500 0.881817718239 0.871316784043 0.0980826195476 0.0875970002438 
30000 0.880037177959 0.867437623785 -0.0711285262913 0.0694819105327 
30500 0.874393811419 0.86888116826 -0.129513256519 -0.0305699009569 
31000 0.877607241217 0.868874783919 -0.119477548641 0.24777107103 
31500 0.879274156693 0.869520396852 0.0929978673234 0.0255048732652 
32000 0.877976844724 0.863490073425 0.0203091628409 -0.0360043482302 
32500 0.885712314969 0.867580980562 0.0220088929448 0.0202331118051 
33000 0.877153240727 0.869519880776 0.158124271522 -0.0439794718202 
33500 0.878011883253 0.866001656766 0.18292367058 0.0205022831715 
34000 0.877562558332 0.869199663287 -0.0808948704438 0.0842987320791 
34500 0.874712348629 0.865268706069 0.00255315573013 0.149328932399 
35000 0.880283724825 0.871158344031 -0.0821611054233 0.00522813961645 
35500 0.879771665133 0.865960435119 -0.114533834377 0.183568343842 
36000 0.878053944943 0.870788529252 -0.0902038579426 -0.104795289667 
36500 0.874148714296 0.863506262428 -0.046068360445 -0.0564553161628 
37000 0.875157237732 0.86632045616 -0.144349926874 0.116496071058 
37500 0.877431109425 0.869342430564 -0.0183875366151 0.0484582097227 
38000 0.876641093238 0.865166190698 0.107929143757 0.0373277437603 
38500 0.880703670903 0.870205314945 0.22556401395 0.0343558559881 
39000 0.876845536106 0.867866656669 0.0436105660298 0.00181566063579 
39500 0.873417969153 0.866266378503 0.0721109346562 0.048020612526 
40000 0.87629487607 0.863878102425 -0.135507291364 -0.0224701214052 
40500 0.872084756726 0.863734580858 -0.13207036106 -0.152832884928 
41000 0.878166706746 0.863838580842 -0.0446693181465 0.108520341755 
41500 0.871152376785 0.865088575573 -0.0352296331528 0.0230183281394 
42000 0.875326277663 0.864344516921 -0.00184998487858 0.00896699710046 
42500 0.882942440503 0.868715250228 -0.181875427806 -0.181514131443 
43000 0.873554956999 0.866724415934 0.0169238088675 -0.12994021069 
43500 0.877049035903 0.866514535565 -0.103049994979 0.0999398534755 
44000 0.873936328745 0.864562294514 0.118469645763 0.0557408022259 
44500 0.875323823133 0.862447918181 -0.0671814409746 -0.0235373794085 
45000 0.877890063413 0.864033745231 0.129960860184 -0.0416772695023 
45500 0.874236928578 0.865378254104 -0.0562749657346 -0.0392599002678 
46000 0.881790501083 0.8655563384 0.0130224215865 0.0638526990469 
46500 0.876141243124 0.868076751861 0.0461632526975 -0.0292068152297 
47000 0.882450021893 0.867052626218 -0.0187963224743 -0.184262590984 
47500 0.874627692411 0.864658178694 0.0798447302807 0.0187604776021 
48000 0.876351550093 0.866866460699 -0.142570684218 0.0171639442143 
48500 0.876769041764 0.867060482465 -0.02188634855 0.167786611767 
49000 0.875824705063 0.868148255075 -0.174405440219 -0.0909264233496 
49500 0.877245483794 0.866425368334 -0.0531873296555 0.160507557069 
50000 0.875943018871 0.866306252031 -0.0776103233202 0.174425014595 
50500 0.877538567367 0.863696522376 0.0223845778743 0.124317430955 
51000 0.877371189837 0.864964213768 -0.0629807387785 -0.0601374223051 
51500 0.878595217303 0.867270776437 0.0232853578803 0.0371133925275 
52000 0.874599037857 0.867054245784 -0.0669878605909 -0.015195648005 
52500 0.880907903676 0.866560146212 -0.0989318380107 0.170661823034 
53000 0.880663093365 0.868986513005 -0.0375889479491 -0.045027905263 
53500 0.875895323 0.867345948172 0.0927607457366 0.131536677324 
54000 0.876215524372 0.869229600542 -0.111282798999 0.0117174184684 
54500 0.874875536216 0.868130064088 0.0564472630833 -0.0368823114177 
55000 0.876768441024 0.865397764222 0.0283443162374 -0.0883210171863 
55500 0.877915954745 0.863245897172 -0.189970149641 -0.129305126077 
56000 0.876296192578 0.869298441363 -0.0391133060178 -0.108578921889 
56500 0.876501478576 0.865557894452 0.171068622222 0.0373477296515 
57000 0.877137087542 0.865294429762 -0.131234710602 0.0912981362818 
57500 0.870473689212 0.865457153013 -0.0231844232773 -0.117488713494 
58000 0.881830841133 0.864224329573 -0.016385799847 0.0669773372138 
58500 0.873644601277 0.866035839578 -0.0688586844006 -0.0155506612416 
59000 0.875933572793 0.866684427592 0.156041823821 0.0775141364858 
59500 0.876596502318 0.8679474868 -0.0498045142229 0.06781694421 
60000 0.878570295549 0.867146823644 0.00286844963036 0.0901285825774 
60500 0.880407211068 0.866263339651 -0.154597360869 0.149346971707 
61000 0.877959940779 0.864982976823 -0.0805835332222 -0.00403153226995 
61500 0.877969826142 0.86841927581 0.0321252678184 0.0936226481367 
62000 0.873703570914 0.866048342945 0.0519681253634 -0.0448853968336 
62500 0.876027559653 0.865031411608 -0.0345242176232 0.00610408777882 
63000 0.881193957304 0.862194934365 0.0476048635723 -0.0193443318963 
63500 0.869378091142 0.865111989141 -0.0568213986825 -0.159849184233 
64000 0.87223640099 0.865884818179 0.0855509380425 0.0504188955937 
64500 0.877027043825 0.86841433881 0.0769866260531 0.128871808563 
65000 0.873693263626 0.869269186002 -0.115206945299 -0.012030515019 
65500 0.880171801337 0.86533688417 0.0482889185853 -0.14377710236 
66000 0.881164274955 0.868893516921 -0.119787885456 0.0122753269924 
66500 0.880376009762 0.865792557574 0.0325395031784 0.0310134976164 
67000 0.872600749186 0.868564583177 0.186388667522 -0.0707418332807 
67500 0.871405736226 0.867568942186 -0.084230201037 -0.164903154362 
68000 0.877650319933 0.867299741206 -0.0929850323241 -0.0802750564443 
68500 0.87625990376 0.868932257053 0.125255486681 0.00344610587094 
69000 0.882048043311 0.87087993772 0.0747693711064 -0.0981405283862 
69500 0.87951900837 0.865415344653 -0.0976111278953 -0.162740425982 
70000 0.880403181824 0.865417775099 -0.0687774603631 -0.0199048298079 
70500 0.878612524681 0.868474625776 0.051667683578 0.0213587268748 
71000 0.879081868074 0.868659277424 -0.0460445087719 0.167527579008 
71500 0.881481007188 0.868608835642 -0.0992710441541 0.139423848522 
72000 0.876405575416 0.863684867976 -0.0882337384783 -0.073761889173 
72500 0.875311897471 0.866314569526 0.0947994009501 0.052775214552 
73000 0.873173715585 0.865310169825 -0.0940730751724 -0.110301380266 
73500 0.879212454376 0.869994621084 -0.0636364988646 0.0665895133087 
74000 0.876124913411 0.867199472682 -0.112996991579 0.0265301121129 
74500 0.876851780171 0.869560639612 0.0834378836059 -0.0445734831141 
75000 0.881517873351 0.866896275655 0.121157030667 -0.0373839073675 
75500 0.877512333018 0.864814292704 0.0301813440199 -0.122805914338 
76000 0.874594600845 0.867832519874 0.0126614836739 -0.1122736686 
76500 0.878195632874 0.867469315963 0.132811987903 -0.0459285494841 
77000 0.873467870567 0.868008819218 0.111606926755 -0.0194938042291 
77500 0.881397627865 0.867871575179 -0.159409110779 0.324345041084 
78000 0.880102486246 0.866318553167 -0.0168538425189 0.0153958594284 
78500 0.881718627796 0.868133563546 -0.00234872275405 -0.0827576273003 
79000 0.876559998637 0.869099122386 -0.0690516165856 -0.0703606360442 
79500 0.874447488964 0.86558971714 -0.054793113398 -0.0595942860437 
80000 0.874566043191 0.869633601923 -0.0258032775541 -0.0341686194908 
80500 0.875473583676 0.865610363668 -0.0619330527301 0.0535264465758 
81000 0.878018741545 0.865118521113 0.0104285490596 -0.0268254139007 
81500 0.878962008423 0.866688517344 -0.0247895123969 0.0487118578582 
82000 0.881766621822 0.865375471084 -0.0175009893013 -0.00689619153956 
82500 0.878747038278 0.863907632906 0.0653702945756 0.00617184614559 
83000 0.877766647742 0.864160346201 0.175478320172 -0.00114726759578 
83500 0.870617356113 0.863462218668 0.0097231069707 0.050334571603 
84000 0.875532535963 0.867564362286 0.0296610429428 -0.0385635520992 
84500 0.878137719577 0.867808997575 0.040355522437 0.0127506256235 
85000 0.87182788984 0.866293318007 -0.0381600351251 0.0768076041017 
85500 0.878087175815 0.866574425428 0.0487893246796 -0.0123855240533 
86000 0.875115080191 0.865846486336 0.321416952407 0.0259411325195 
86500 0.877260664072 0.867801383681 0.0705126865799 0.05829712572 
87000 0.879769385347 0.864025554421 -0.0617696505552 -0.155403955004 
87500 0.876344810801 0.866587162381 -0.0672462250406 -0.142992543877 
88000 0.87911241673 0.867692588404 -0.122130637227 -0.0192675034419 
88500 0.876443910308 0.867143296048 -0.0240379775697 -0.150427696562 
89000 0.878420477201 0.86790268414 -0.0765180391645 0.0204629552766 
89500 0.875677577287 0.865770637793 -0.108329484026 -0.0395378924045 
90000 0.881379440481 0.864982118314 -0.030723242407 -0.149879310245 
90500 0.877768110271 0.869973061805 0.173257711881 0.0629995922506 
91000 0.877148495076 0.863501038324 0.0814419714847 -0.0720124044427 
91500 0.877179781405 0.865701786402 -0.0459234213683 -0.0648809610079 
